route,content_id,template,publication_availability,locale,version,condition,instance_kind,navigation_path,shortest_observed_link_depth,navigation_status,intended_payoff,reason_to_continue,default_inspection,expanded_inspection,desktop_inspection,mobile_inspection,evidence_path,existing_or_new_issue,severity,issue,disposition,affected_batch
/zh/perspectives,/perspectives:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/zh"",""/zh/perspectives""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/privacy,/privacy:zh-Hans,app/[locale]/privacy/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/privacy"",""/zh/privacy""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,原始答案与已保存的历史记录只保存在当前浏览器。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/19-privacy.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/profile,/profile:zh-Hans,app/[locale]/profile/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,"empty, one record and multiple record states depend on local storage",finite route,"[""/"",""/zh"",""/zh/profile""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,这台设备尚未保存画像记录。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/21-profile.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/quiz,/quiz:zh-Hans,app/[locale]/quiz/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/zh"",""/zh/quiz""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,基础问卷,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/22-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/quiz/review,/quiz/review:zh-Hans,app/[locale]/quiz/review/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,matching local synthetic draft required for populated review; empty state is public,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/23-quiz-review.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/references,/references:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/zh/method"",""/zh/references""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/world-stage,/world-stage:zh-Hans,app/[locale]/world-stage/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/zh"",""/zh/world-stage""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,选择一个起点。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/26-world-stage.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/archetypes/p-plus,P+:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/explore/atlas"",""/archetypes/p-plus"",""/zh/archetypes/p-plus""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/archetypes/p-minus,P-:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/explore/atlas"",""/archetypes/p-minus"",""/zh/archetypes/p-minus""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/archetypes/r-plus,R+:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/explore/atlas"",""/archetypes/r-plus"",""/zh/archetypes/r-plus""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/archetypes/r-minus,R-:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/explore/atlas"",""/archetypes/r-minus"",""/zh/archetypes/r-minus""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
